Country,Year,LifeLadder,Log_GDP_per_capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality
Cameroon,2015,5.037964821,8.098358154,0.646312475,50.29999924,0.791428566,0.045905765,0.868049026,0.650874555,0.346430004,0.613636553,-0.972241282,-0.935033321
Canada,2015,7.412772655,10.67242527,0.939067066,73,0.931468964,0.245131716,0.427152246,0.845327616,0.286280215,0.644104123,1.370862961,1.80216682
Central African Republic,2015,Undefined,,,,,,,,,,,
Chad,2015,4.322675228,7.63390255,0.751252234,46.70000076,0.474360883,-0.041869577,0.88863939,0.606682658,0.358437926,0.445897698,-1.154832244,-1.30476141
Chile,2015,6.532749653,10.0220089,0.827141881,69.59999847,0.76888144,0.03110862,0.811511338,0.803024709,0.332746744,0.300492525,0.718928695,1.263902068
China,2015,5.303877831,9.515608788,0.793733716,68.40000153,,-0.260586292,,0.808910906,0.171314985,,-1.105490565,-0.143328637
Colombia,2015,6.387571812,9.471579552,0.889900029,66.80000305,0.790897965,-0.104796246,0.842899323,0.839294553,0.291769385,0.271786749,-0.532614708,-0.034292392
Comoros,2015,Undefined,
Cuba,2015,Undefined,,,
Republic of the Congo,2015,4.690830231,8.620271683,0.642136157,56.09999847,0.85017246,-0.139432788,0.841359496,0.606044173,0.260670513,0.49927032,-0.771595478,-1.123118877
Democratic Republic of the Congo,2015,3.902741671,6.699996948,0.767235577,52.09999847,0.573763788,-0.03092446,0.866378009,0.589130759,0.301049381,0.274324,-1.727346778,-1.458134174
Costa Rica,2015,6.854004383,9.598225594,0.878272951,70.69999695,0.906925678,-0.056339074,0.761419415,0.84970957,0.286440313,0.261169255,0.91676259,0.538675547
Croatia,2015,5.205438137,9.951515198,0.768363416,68.40000153,0.693523049,-0.098292612,0.848545551,0.608886182,0.294019341,0.364868402,0.573095977,0.330905855
Cyprus,2015,5.439161301,10.32709026,0.769556105,73.09999847,0.62803483,0.108338967,0.892795146,0.746730089,0.383106411,0.203454718,0.791189313,1.039629698
Czech Republic,2015,6.608017445,10.32893276,0.911362588,68.80000305,0.808484197,-0.147829607,0.886467457,0.750773847,0.206080526,0.435425878,1.010938764,0.931855083
Denmark,2015,7.514424801,10.72455978,0.9597013,71.5,0.94143641,0.217952549,0.191016391,0.829217494,0.217577577,0.579888642,1.225186348,1.959059715
Djibouti,2015,Undefined,,,,,,,,,,,
Dominican Republic,2015,5.061862469,9.502705574,0.893197775,64.90000153,0.856025338,-0.067105874,0.755288184,0.713907719,0.295253098,0.447033852,0.195477962,-0.431532443
Ecuador,2015,5.964075089,9.282580376,0.855889201,67.59999847,0.800870478,-0.117339171,0.665827513,0.850546062,0.322946101,0.522347212,-0.177853748,-0.824943721
Egypt,2015,4.762538433,9.219856262,0.729744256,60.79999924,0.659261465,-0.095742442,0.684498072,0.609594345,0.344331503,0.771612763,-1.340729475,-0.70613277
El Salvador,2015,6.018496037,8.856460571,0.790755391,65.19999695,0.733355939,-0.154915765,0.80454427,0.825733781,0.332646847,0.306591809,0.067686766,-0.261976242
Estonia,2015,5.628908634,10.22374249,0.917929649,68,0.814692378,-0.16834341,0.568734467,0.72333771,0.182694778,0.3366898,0.90385133,1.3406986
Ethiopia,2015,4.573154926,7.335052013,0.625596821,57,0.802642584,0.118701845,0.56702733,0.713888168,0.236629039,0.826341391,-1.398237824,-0.659261823
Finland,2015,7.447925568,10.56982231,0.947800577,71.59999847,0.929861903,0.10706687,0.223369658,0.75131619,0.191057593,0.55760026,1.29203558,1.997026682
France,2015,6.357625008,10.53917408,0.895719409,73.19999695,0.817036211,-0.143634379,0.640602052,0.785965919,0.215400279,0.328252703,0.656632304,1.321429491
Gabon,2015,4.66101265,9.731321335,0.755861998,58.20000076,0.671300709,-0.21146743,0.86677748,0.626362026,0.371656328,0.370059073,-0.436461389,-0.698702812
Gambia,2018,4.922099113,7.376553535,0.684799969,55,0.718728781,,0.691069543,0.804012179,0.3792077,0.757543445,,
Georgia,2015,4.121940613,9.107768059,0.517371595,65.09999847,0.639944971,-0.191066504,0.50241679,0.547279775,0.233192086,0.254327297,-0.095760062,0.56956923
Germany,2015,7.037137508,10.69053364,0.925923228,71.30000305,0.889428854,0.173545972,0.412168294,0.764539361,0.20270516,0.628003657,1.060863018,1.773268819
Ghana,2015,3.985916138,8.275556564,0.687448561,56,0.852016151,-0.033512827,0.94543612,0.689778268,0.265278548,0.441527426,0.23168543,-0.084567606
Greece,2015,5.622519016,10.09288025,0.834824681,71.80000305,0.531736314,-0.27328527,0.823959649,0.73975122,0.277412534,0.437318921,0.210621193,0.214091524
Guatemala,2015,6.464986801,8.894631386,0.822837472,63.90000153,0.868639767,0.049555305,0.821654916,0.851370811,0.310553789,0.272380829,-0.500726223,-0.651932836
Guinea,2015,3.504693508,7.472111702,0.578859627,51.09999847,0.66595304,0.013805361,0.762152016,0.666970611,0.267741233,0.610287786,-0.622471929,-1.039524555
Guyana,2015,Undefined,,,,,,,,,,,
Haiti,2015,3.569762468,7.409274578,0.56431967,55.09999847,0.398295492,0.305790871,0.777403951,0.618564427,0.332539678,0.297118127,-0.734749556,-1.401228666
Honduras,2015,4.845436573,8.370887756,0.772375524,66.59999847,0.534057677,-0.090287246,0.848082721,0.862836599,0.31076616,0.296962649,-0.445325613,-0.677448332
Hong Kong S.A.R. of China,2015,Undefined,,,,,,,,,,,
Hungary,2015,5.34438324,10.12800789,0.858733833,66.40000153,0.557721376,-0.204279527,0.907530308,0.706814766,0.244536385,0.279211909,0.653114259,0.4530572
Iceland,2015,7.498070717,10.67007351,0.980283201,73,0.94048512,0.298925996,0.638661802,0.849020839,0.179504439,0.427228123,1.342286825,1.593127012
India,2015,4.342079163,8.65811348,0.61013329,58.90000153,0.777225256,-0.017724538,0.776434958,0.70067668,0.321829438,0.694716752,-0.260329306,-0.175081849
Indonesia,2015,5.04279995,9.246450424,0.809478104,61.5,0.779418349,0.459267557,0.945967257,0.876232743,0.274292201,0.645185173,-0.215111732,-0.334635764
Iran,2015,4.749955654,9.711170197,0.572406888,65.09999847,0.780383229,0.145681813,0.698951244,0.644848764,0.519858181,0.753276825,-1.2196064,-0.762112558
Iraq,2015,4.493377209,9.620651245,0.684434831,58.40000153,0.599459946,-0.019348731,0.762167156,0.490032554,0.58126694,0.435163736,-1.694117546,-1.317633867
Ireland,2015,6.830125332,11.01564217,0.95294255,72,0.892276943,0.227882653,0.408756912,0.7993204,0.225349247,0.571841061,1.121519446,1.685622692
Israel,2015,7.07941103,10.37425232,0.864130199,72.69999695,0.752783954,0.105966061,0.789429903,0.696547687,0.256258249,0.405343235,-0.175023496,1.19148016
Italy,2015,5.847683907,10.44295979,0.908986509,73,0.574765742,-0.066691227,0.912753046,0.691772103,0.329209089,0.260625869,0.705309868,0.367061794
Ivory Coast,2015,4.445038795,8.083826065,0.703991652,47.70000076,0.7997455,-0.038274027,0.744249642,0.663881719,0.347228676,0.643835604,-0.618869781,-0.562098861
Jamaica,2015,Undefined,,,,,,,,,,,
Japan,2015,5.879684448,10.54225731,0.922657192,74.69999695,0.831694186,-0.166381299,0.654443085,0.768090606,0.176408634,0.352867216,1.02655673,1.522612214
Jordan,2015,5.404593468,9.046768188,0.830443859,66.19999695,0.766517043,-0.044257402,,0.689984202,0.305195779,,-0.687563419,0.226363838
Kazakhstan,2015,5.949995041,10.06577873,0.931349277,62.79999924,0.740132809,-0.047781285,0.713844299,0.730147421,0.173994005,0.816247523,-0.599363983,-0.349530786
Kenya,2015,4.357617855,7.950148582,0.77692306,58.29999924,0.792990327,0.235459939,0.852549851,0.70225662,0.172422111,0.747988701,-0.695436656,-0.525824308
Kosovo,2015,5.077460766,9.122049332,0.805270791,64.33822632,0.561048269,0.174990952,0.850647092,0.753090382,0.179988816,0.328998387,-0.175094694,-0.426657856
Kuwait,2015,6.146031857,11.13424301,0.823017776,66.09999847,0.821662426,0.049360745,,0.722893655,0.323691428,,-0.438526899,-0.1075624
Kyrgyzstan,2015,4.905375957,8.082588196,0.856584549,63.20000076,0.813175857,0.221000105,0.857725024,0.766794443,0.173476428,0.58429265,-0.643292069,-0.889020443
Laos,2015,Undefined,,,
Latvia,2015,5.880597591,10.04406738,0.879372418,65.90000153,0.65639317,-0.080376849,0.808400393,0.608379602,0.22813718,0.298912108,0.645110488,0.860310078
Lebanon,2015,5.171971321,9.499474525,0.741707742,65.59999847,0.596749783,0.075556383,0.888953269,0.567873299,0.242553964,0.187712133,-1.08255887,-0.619610667
Lesotho,2015,Undefined,,,
Liberia,2015,2.701591253,6.665997982,0.637665987,53.70000076,0.671430886,-0.014139181,0.902672648,0.505067408,0.388488621,0.472788274,-0.519526303,-0.942670047
Libya,2015,5.615404606,9.605566025,0.867987692,62.29999924,0.774544954,-0.077029698,,0.703949928,0.368905216,,-1.769095659,-1.78291285
Lithuania,2015,5.711378098,10.20528412,0.92852354,65.5,0.641470194,-0.257858634,0.92417407,0.594609678,0.276451677,0.367034554,0.866817832,1.021977663
Luxembourg,2015,6.701571465,11.45199203,0.933604598,72.59999847,0.932256401,0.046507813,0.37539047,0.757444561,0.19305034,0.694678366,1.493052721,1.838429928
Macedonia,2015,4.975589752,9.454055786,0.766368151,66.90000153,0.660318911,-0.046411414,0.824178994,0.619698763,0.299022079,0.367435127,-0.234458074,0.026332522
Madagascar,2015,3.592514038,7.227784634,0.646716535,57.90000153,0.544753611,-0.036842145,0.860953391,0.801758826,0.226243451,0.482404798,-0.402996004,-0.899808168
Malawi,2015,3.86763835,6.992741108,0.494381636,55.5,0.801390707,0.050336555,0.834825397,0.632621288,0.259763956,0.568601787,0.013314454,-0.640059233
Malaysia,2015,6.322121143,10.12669563,0.817616284,66.40000153,0.674594462,0.208450198,0.837892234,0.774716198,0.313732743,0.436821789,-0.066252634,0.609710813
Mali,2015,4.582098484,7.559678555,0.830189168,50.20000076,0.633753538,-0.065125115,0.800046742,0.708948314,0.243003011,0.572915018,-0.945022464,-0.732724547
Malta,2015,6.61339426,10.43667412,0.918764889,72.19999695,0.91217804,0.342014074,0.663886309,0.679821253,0.35504058,0.734930515,1.133332491,1.013861418
Mauritania,2015,3.922664165,8.189137459,0.874945939,56.09999847,0.447086573,0.073411182,0.715358436,0.819522083,0.193899721,0.293832392,-0.762823462,-0.921433389
Mauritius,2015,Undefined,,
Mexico,2015,6.236287117,9.737350464,0.760614276,67.40000153,0.719465971,-0.154544055,0.707971931,0.74482131,0.237188041,0.256193161,-0.437031597,-0.161394864
Moldova,2015,6.017472267,8.465222359,0.8399055,62.90000153,0.595241427,-0.042187758,0.943118811,0.590383232,0.281455815,0.174305618,-0.149429277,-0.496406794
Mongolia,2015,4.982719898,9.34241581,0.905524373,61.70000076,0.685510755,0.159782425,0.900218189,0.652785718,0.207652658,0.226754889,0.493308246,-0.410151243
Montenegro,2015,5.124921322,9.634936333,0.73963052,67.90000153,0.583317339,-0.143249691,0.781232595,0.580314159,0.337239444,0.399765968,0.142402023,0.075628385
Morocco,2015,5.163156986,8.895209312,0.605917633,65,0.712933421,-0.238808766,0.841856956,0.661078334,0.261803716,,-0.48488301,-0.135490581
Mozambique,2015,4.549767494,7.019495964,0.665858209,51.20000076,0.813229263,0.093729101,0.631573498,0.564460635,0.339584351,0.706727743,-0.391963124,-0.711075068
Myanmar,2015,4.223846436,8.528500557,0.752064288,58.09999847,0.80797106,0.667136014,0.633305192,0.86590606,0.271750778,0.777451694,-1.191992521,-1.133446455
Nepal,2015,4.812436581,7.746851921,0.74761188,60.20000076,0.763447225,0.23788774,0.823508382,0.543057621,0.358234376,0.469293684,-0.706880033,-0.777022123
Netherlands,2015,7.324437141,10.74708652,0.879010439,72,0.903978765,0.255913168,0.41182211,0.834133685,0.202128634,0.579621017,1.243579149,1.865079641
New Zealand,2015,7.418120861,10.4719162,0.98734349,72.59999847,0.941784263,0.324836165,0.185888708,0.833642125,0.159829989,0.620907664,1.540097475,2.020609856
Nicaragua,2015,5.924112797,8.508540154,0.826908529,66.59999847,0.809259176,0.077999569,0.727998376,0.79668498,0.345594645,0.603455484,-0.250673711,-0.708666265
Niger,2015,3.671453714,6.81143856,0.713019609,52,0.728128314,-0.01952886,0.702549696,0.681872666,0.218422577,0.576022983,-0.639601648,-0.639016688
Nigeria,2015,4.932914734,8.64305687,0.811647654,48.5,0.680470288,-0.046028789,0.926109254,0.716891885,0.25118956,0.41035831,-1.146020055,-0.964496017
North Cyprus,2015,5.842550278,,0.79138273,,0.785352826,,0.659180284,0.701609194,0.318930179,0.439620912,,
Norway,2015,7.603433609,11.06676769,0.946833968,72.90000153,0.947620511,0.238337234,0.298814356,0.842887521,0.209409878,0.586871624,1.424758792,1.931402802
Pakistan,2015,4.823194981,8.45440197,0.561720133,57.29999924,0.586546242,0.070660211,0.716641188,0.575255275,0.328646719,0.45958823,-1.602370262,-0.717972815
Palestinian Territories,2015,4.695239067,8.458488464,0.766101241,,0.556040943,-0.159387171,0.77430135,0.594456494,0.369084895,0.445855588,-1.573144197,-0.332524002
Panama,2015,6.605550289,9.942067146,0.88261503,69.30000305,0.846669197,0.00271332,0.809942901,0.800633788,0.263825864,0.375584841,0.472272336,0.041950714
Paraguay,2015,5.559724331,9.06407547,0.914199054,65.09999847,0.806124747,0.004769464,0.862888277,0.866218388,0.218508467,0.181174591,-0.015721638,-0.714465261
Peru,2015,5.577263355,9.373311996,0.798418343,67.19999695,0.802269042,-0.098900013,0.883730412,0.753555536,0.37830466,0.179047555,-0.085113473,-0.201210618
Philippines,2015,5.547489166,8.835586548,0.853588581,61.59999847,0.911533594,-0.056149431,0.755191565,0.805238485,0.350587666,0.668413937,-0.354305804,-0.181768388
Poland,2015,6.007021904,10.13855839,0.893090427,68.09999847,0.793462157,-0.099409871,0.810096323,0.73438257,0.240432039,0.211427912,0.957257986,0.817674637
Portugal,2015,5.080866337,10.18896103,0.866213858,71.80000305,0.800440311,-0.165296271,0.941050768,0.657176316,0.370736867,0.217742205,1.023220062,1.072187662
Qatar,2015,6.374529362,11.6931572,,68.30000305,,,,,,,-0.074040085,0.823927343,,,,,,
Romania,2015,5.777491093,9.930908203,0.786967337,66.30000305,0.795847714,-0.143028185,0.961650968,0.714146495,0.311574161,0.246008784,0.337605774,0.17016989
Russia,2015,5.995538712,10.10710335,0.924363256,63.09999847,0.685454726,-0.181272551,0.913418293,0.678731918,0.130005926,0.649233103,-1.058513284,-0.609475136
Rwanda,2015,3.483108997,7.456479549,0.678143561,59.29999924,0.907892346,0.026226774,0.09460447,0.721182585,0.206402764,,-0.560955465,0.220844001
Saudi Arabia,2015,6.345491886,10.83414841,0.819749713,65.40000153,0.820207238,-0.062835291,,0.723607719,0.327139378,,-1.234496951,0.098789915
Senegal,2015,4.61700058,7.737988472,0.70153451,58.40000153,0.719533265,-0.098635823,0.765490174,0.711035073,0.207667634,0.622598588,0.081302553,-0.172162294
Republic of Serbia,2015,5.317685127,9.493848801,0.81625104,67,0.545892,-0.062290821,0.859358013,0.496241003,0.302544028,0.388694555,0.235008627,-0.029406162
Sierra Leone,2015,4.908617973,7.181039333,0.610593736,46,0.624296129,0.058140013,0.824828029,0.625105619,0.414426446,0.652109861,-0.183698133,-0.955439508
Singapore,2015,6.619524956,11.31131172,0.86643666,75.90000153,0.886890888,0.139111534,0.098943882,0.803123772,0.141585171,0.90855819,0.574965596,2.100870132
Slovakia,2015,6.162004471,10.25093079,0.94345367,68,0.587157667,-0.138671368,0.92754513,0.713707924,0.269246429,0.276530683,0.91995573,0.57706511
Slovenia,2015,5.740642071,10.27635193,0.901163757,70.19999695,0.896007299,0.005252473,0.892197907,0.659085035,0.26141873,0.202604815,0.970074892,0.836637795
Somalia,2015,5.353644848,,0.599281073,50.09999847,0.967869282,,0.410235763,0.900667667,0.186736152,0.778640568,-2.191099167,-2.066247463
Somaliland,2015,Undefined,,,,,,,,,,,,,
South Africa,2015,4.887325764,9.423648834,0.898096263,55.29999924,0.862449408,-0.135523975,0.85269475,0.780759215,0.160787657,0.5839957,0.220615461,0.165580496
South Korea,2015,5.780211449,10.43932724,0.768350601,72.69999695,0.61584878,-0.040622089,0.840721607,0.649948239,0.244323716,0.264757395,0.395990372,0.858003259
South Sudan,2015,4.070771217,7.536566734,0.584781349,50.20000076,0.511631012,0.113514863,0.709605932,0.586278081,0.449795097,0.509233654,-1.985065937,-1.847437501
Spain,2015,6.380663395,10.38254833,0.95647186,73.5,0.73200047,-0.075814046,0.821664929,0.732269406,0.284693688,0.277751327,0.648124874,0.866850436
Sri Lanka,2015,4.611606598,9.312870979,0.862500072,66.59999847,0.902074754,0.313437104,0.859470963,0.848232925,0.234751269,0.739669859,-0.102882251,-0.092230447
Sudan,2015,Undefined,,,,,,,,,,,,,,,
Suriname,2015,Undefined,,,,,,,,,,,,,,,
Swaziland,2015,Undefined,,,,,,,,,,,,,,,
Sweden,2015,7.28892231,10.72939968,0.929459989,72.30000305,0.935072064,0.204892784,0.231964141,0.817941964,0.190991774,0.49930203,1.256156087,1.977543712
Switzerland,2015,7.572136879,10.95543003,0.93833375,73.19999695,0.927802444,0.103407413,0.209533513,0.808529079,0.165759072,0.787730038,1.44887805,1.955272675
Syria,2015,3.46191287,,0.463912874,55.20000076,0.448270857,,0.685236931,0.369439602,0.642588735,,-2.448227882,-1.54867959
Taiwan Province of China,2015,6.450088024,,0.885388851,,0.700810492,,0.857194841,0.831987083,0.129348695,0.270259619,0.90946269,1.169457197
Tajikistan,2015,5.124210835,7.878757477,0.843932509,63.20000076,0.84654212,0.020470768,0.741689622,0.68892175,0.195661336,0.874170899,-1.225821495,-1.013428807
United Republic of Tanzania,2015,3.660597324,7.820422173,0.79026258,56,0.758684695,0.138522491,0.906422615,0.619376838,0.191747963,0.68432039,-0.322906375,-0.509790599
Thailand,2015,6.201762676,9.632480621,0.866324544,66.59999847,0.884916544,0.308959126,0.913651109,0.91049695,0.174081355,0.657713354,-0.981742799,0.00030103
Togo,2015,3.768301964,7.208640099,0.478593409,53.5,0.771577239,-0.068024069,0.733261764,0.598804951,0.415780723,0.500700116,-0.464938194,-0.882974684
Trinidad and Tobago,2015,Undefined,,,,,,,,,,,,,,,,
Tunisia,2015,5.131611824,9.284137726,0.60947001,66,0.711373389,-0.238344118,0.814824998,0.572955549,0.319542259,0.480274767,-0.359188616,-0.160601169
Turkey,2015,5.514465332,10.05999851,0.851224601,65.59999847,0.653196752,-0.021746771,0.806076229,0.46024552,0.382290989,0.48608464,-0.930810809,0.056651667
Turkmenistan,2015,5.791460037,9.615293503,0.960158467,61,0.701358378,0.070877671,,0.705347836,0.301038891,,-1.162604332,-1.422184825
Uganda,2015,4.237686634,7.418150902,0.746633112,54.5,0.757835329,0.145046577,0.872740388,0.702905416,0.352847546,0.604114532,-0.687606812,-0.546372712
Ukraine,2015,3.964542866,8.917972565,0.909439743,63.70000076,0.43059203,-0.01374052,0.952472746,0.574076056,0.241075858,0.084303714,-1.024301887,-0.727918148
United Arab Emirates,2015,6.568397522,11.10599995,0.824136674,66.5,0.915036201,0.183357775,,0.760500371,0.295732975,,-0.176411241,1.083431005
United Kingdom,2015,6.515445232,10.56718445,0.935985744,71.69999695,0.832926095,0.295849711,0.456133723,0.797785103,0.219261855,0.456811696,0.907748461,1.819778919
United States of America,2015,6.863946915,10.8781538,0.903571069,68.59999847,0.848753452,0.210956484,0.697542608,0.813907623,0.274687767,0.346936464,0.893903494,1.428244591
Uruguay,2015,6.628080368,9.8950243,0.891493499,68.69999695,0.916879654,-0.042141985,0.673475683,0.892660975,0.299538106,0.550558805,1.07378161,0.745706081
Uzbekistan,2015,5.972364426,8.648262978,0.968225241,64.19999695,0.979937136,0.370652735,0.470916927,0.839980543,0.103493795,0.973944485,-1.164533854,-1.17184186
Venezuela,2015,5.568800449,9.655211449,0.911086857,65.90000153,0.512159348,-0.175435483,0.813096821,0.867408633,0.222635239,0.212657243,-1.034105539,-1.632130027
Vietnam,2015,5.076315403,8.62242794,0.848676682,67.30000305,,0.08742252,,0.64223671,0.232416138,,-0.644411206,-0.295184344
Yemen,2015,2.982673883,7.744412422,0.668683469,54.29999924,0.609980762,-0.13721621,0.829097569,0.507435262,0.321357071,0.263296992,-2.101796627,-1.374387264
Zambia,2015,4.843164444,8.196216583,0.691483498,53.79999924,0.758653641,-0.04982822,0.871019542,0.690033793,0.381731302,0.631103098,0.040718086,-0.391481876
Zimbabwe,2015,3.70319128,7.556051731,0.735800326,53.79999924,0.667193294,-0.097354479,0.810457349,0.715078771,0.178861097,0.590012372,-0.893077552,-1.357513547
Antarctica,2015,Undefined,,,,
Andorra,2015,Undefined,,
Antigua and Barbuda,2015,Undefined,,
The Bahamas,2015,Undefined,,
Barbados,2015,Undefined,,
Brunei,2015,Undefined,,
Cape Verde,2015,Undefined,,
Northern Cyprus,2015,Undefined,,
Dominica,2015,Undefined,,
Eritrea,2015,Undefined,,
Fiji,2015,Undefined,,
Federated States of Micronesia,2015,Undefined,,
Palestine,2015,Undefined,,,
Guinea Bissau,2015,Undefined,,
Equatorial Guinea,2015,Undefined,,
Grenada,2015,Undefined,,
Kashmir,2015,Undefined,,
Kiribati,2015,Undefined,,
Saint Kitts and Nevis,2015,Undefined,,
Saint Lucia,2015,Undefined,,
Liechtenstein,2015,Undefined,,
Monaco,2015,Undefined,,
Maldives,2015,Undefined,,
Marshall Islands,2015,Undefined,,
Nauru,2015,Undefined,,
Palau,2015,Undefined,,,
Papua New Guinea,2015,Undefined,,
North Korea,2015,Undefined,,
Western Sahara,2015,Undefined,,
Solomon Islands,2015,Undefined,,
San Marino,2015,Undefined,,,
Sao Tome and Principe,2015,Undefined,,
Seychelles,2015,Undefined,,
East Timor,2015,Undefined,,
Tonga,2015,Undefined,,
Vatican,2015,Undefined,,
Saint Vincent and the Grenadines,2015,Undefined,,
Vanuatu,2015,Undefined,,
Samoa,2015,Undefined,,
Oman,2015,Undefined,,,
Namibia,2015,Undefined,,
