Country,Year,LifeLadder,Log_GDP_per_capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality
United Republic of Tanzania,2016,2.90273428,7.856935024,0.63775593,56.5,0.77548492,0.168489903,0.739247262,0.693552375,0.245985955,0.899560869,-0.335550964,-0.466609716
Thailand,2016,6.07363987,9.661786079,0.907543659,66.80000305,0.924145699,0.348688185,0.877978384,0.834758341,0.217879668,0.645925045,-1.006826162,0.028992694
Togo,2016,3.878578424,7.235976696,0.509440958,53.90000153,0.730286777,-0.006249894,0.815044165,0.604244173,0.482885897,0.485859901,-0.357469857,-0.792150736
Trinidad and Tobago,2016,Undefined,,,,,,,,,,,
Tunisia,2016,4.521453381,9.283731461,0.701822102,66.30000305,0.614438355,-0.177196831,0.810745656,0.612341106,0.378108263,0.347431242,-0.419070631,-0.202729195
Turkey,2016,5.326221943,10.07561111,0.879994631,66,0.64414674,-0.070580535,0.763706565,0.465150654,0.389962941,0.583728254,-1.308974981,-0.040263936
Turkmenistan,2016,5.887051582,9.658122063,0.929032266,61.40000153,0.7485044,-0.017403306,,0.636388659,0.255499244,,-1.180242777,-1.55715239
Uganda,2016,4.233261108,7.430756092,0.753540218,54.90000153,0.739409745,0.141536832,0.811069787,0.667976141,0.410066664,0.671565831,-0.684246004,-0.522649288
Ukraine,2016,4.028690338,8.944818497,0.884961367,64,0.5025419,0.030040242,0.891075134,0.588721693,0.219624251,0.125653401,-0.92794317,-0.646000028
United Arab Emirates,2016,6.83095026,11.12292957,0.849379838,66.69999695,0.949119508,0.113445699,,0.775128484,0.244667903,,-0.242814034,1.097958803
United Kingdom,2016,6.8242836,10.57921696,0.954068184,71.90000153,0.821192145,0.245971709,0.458313286,0.775853157,0.22958678,0.40863207,0.827514887,1.738277197
United States of America,2016,6.803599834,10.88555431,0.896751285,68.5,0.757893085,0.135592237,0.738919556,0.80567354,0.264203817,0.297205657,0.7557652,1.491425753
Uruguay,2016,6.171485424,9.908158302,0.900380909,68.80000305,0.886371911,-0.081854537,0.676212788,0.84154886,0.283180267,0.423132598,1.1127491,0.736726701
Uzbekistan,2016,5.892539024,8.705982208,0.945102155,64.5,0.983803034,0.202860773,,0.841676295,0.146897659,0.978045106,-1.079696417,-1.117844224
Venezuela,2016,4.041114807,9.534058571,0.901949286,66.09999847,0.457601577,-0.203747958,0.890124679,0.688201249,0.391754121,0.164021522,-1.080576777,-1.719712257
Vietnam,2016,5.062267303,8.67208004,0.876323581,67.5,0.894351125,-0.088031329,0.799240172,0.536225736,0.222550198,,-0.570665777,-0.204604492
Yemen,2016,3.825630903,7.299221039,0.775407016,55.09999847,0.532964051,-0.1256679,,0.469345391,0.227924526,0.267581195,-2.243388653,-1.654798388
Zambia,2016,4.347543716,8.203071594,0.76704663,54.29999924,0.811574519,0.111332305,0.770643592,0.730679512,0.372240722,0.696891546,-0.083534092,-0.460275024
Zimbabwe,2016,3.7354002,7.538829327,0.768425405,54.40000153,0.732971489,-0.068104587,0.72361201,0.737635911,0.208554924,0.699344039,-0.900649309,-1.374650478
Antarctica,2016,Undefined,,,,,,,,,,,
Andorra,2016,Undefined,,,,,,,,,,,
Antigua and Barbuda,2016,Undefined,,,,,,,,,,,
The Bahamas,2016,Undefined,,,,,,,,,,,
Barbados,2016,Undefined,,,,,,,,,,,
Brunei,2016,Undefined,,,,,,,,,,,
Cape Verde,2016,Undefined,,,,,,,,,,,
Northern Cyprus,2016,Undefined,,,,,,,,,,,
Dominica,2016,Undefined,,,,,,,,,,,
Eritrea,2016,Undefined,,,,,,,,,,,
Fiji,2016,Undefined,,,,,,,,,,,
Federated States of Micronesia,2016,Undefined,,,,,,,,,,,
Palestine,2016,Undefined,,,,,,,,,,,
Guinea Bissau,2016,Undefined,,,,,,,,,,,
Equatorial Guinea,2016,Undefined,,,,,,,,,,,
Grenada,2016,Undefined,,,,,,,,,,,
Kashmir,2016,Undefined,,,,,,,,,,,
Kiribati,2016,Undefined,,,,,,,,,,,
Saint Kitts and Nevis,2016,Undefined,,,,,,,,,,,
Saint Lucia,2016,Undefined,,,,,,,,,,,
Liechtenstein,2016,Undefined,,,,,,,,,,,
Monaco,2016,Undefined,,,,,,,,,,,
Maldives,2016,Undefined,,,,,,,,,,,
Marshall Islands,2016,Undefined,,,,,,,,,,,
Nauru,2016,Undefined,,,,,,,,,,,
Palau,2016,Undefined,,,,,,,,,,,
Papua New Guinea,2016,Undefined,,,,,,,,,,,
North Korea,2016,Undefined,,,,,,,,,,,
Western Sahara,2016,Undefined,,,,,,,,,,,
Solomon Islands,2016,Undefined,,,,,,,,,,,
San Marino,2016,Undefined,,,,,,,,,,,
Sao Tome and Principe,2016,Undefined,,,,,,,,,,,
Seychelles,2016,Undefined,,,,,,,,,,,
East Timor,2016,Undefined,,,,,,,,,,,
Tonga,2016,Undefined,,,,,,,,,,,
Vatican,2016,Undefined,,,,,,,,,,,
Saint Vincent and the Grenadines,2016,Undefined,,,,,,,,,,,
Vanuatu,2016,Undefined,,,,,,,,,,,
Samoa,2016,Undefined,,,,,,,,,,,
Oman,2016,Undefined,,,
